index,P,Q,VaR,VaI,VbR,VbI,VcR,VcI
3721,43347.83,-2.11,202.99,-3.66,-104.41,-182.26,-103.65,177.42
3722,43384.98,-0.38,202.97,-3.65,-104.4,-182.24,-103.65,177.39
3723,43428.72,0.96,202.97,-3.64,-104.39,-182.25,-103.66,177.39
3724,43473.38,2.49,202.98,-3.63,-104.39,-182.26,-103.67,177.39
3725,43518.82,3.95,202.99,-3.62,-104.38,-182.27,-103.68,177.39
3726,43564.96,5.44,202.99,-3.61,-104.37,-182.28,-103.69,177.39
3727,43611.78,6.86,203.0,-3.6,-104.37,-182.29,-103.7,177.39
3728,43659.21,8.48,203.01,-3.59,-104.36,-182.29,-103.71,177.39
3729,43707.22,9.61,203.01,-3.58,-104.36,-182.3,-103.72,177.39
3730,43755.75,10.92,203.02,-3.57,-104.35,-182.31,-103.73,177.39
3731,43804.77,12.21,203.03,-3.56,-104.34,-182.32,-103.74,177.39
3732,43854.23,13.46,203.04,-3.55,-104.34,-182.33,-103.76,177.38
3733,43904.08,14.67,203.04,-3.54,-104.33,-182.34,-103.77,177.38
3734,43954.28,15.85,203.05,-3.53,-104.33,-182.35,-103.78,177.38
3735,44004.8,17.62,203.06,-3.52,-104.32,-182.36,-103.79,177.38
3736,44055.58,18.11,203.06,-3.51,-104.31,-182.37,-103.8,177.38
3737,44106.58,19.19,203.07,-3.5,-104.31,-182.38,-103.82,177.38
3738,44157.77,20.23,203.08,-3.48,-104.3,-182.39,-103.83,177.38
3739,44209.11,21.24,203.09,-3.47,-104.29,-182.4,-103.84,177.38
3740,44260.55,22.21,203.09,-3.46,-104.29,-182.41,-103.85,177.38
3741,44312.06,23.16,203.1,-3.45,-104.28,-182.42,-103.87,177.37
3742,44363.6,24.05,203.11,-3.44,-104.27,-182.43,-103.88,177.37
3743,44415.13,24.93,203.12,-3.43,-104.27,-182.44,-103.89,177.37
3744,44466.62,25.77,203.12,-3.42,-104.26,-182.45,-103.9,177.37
3745,44518.04,26.44,203.13,-3.41,-104.25,-182.46,-103.92,177.37
3746,44569.34,27.34,203.14,-3.39,-104.25,-182.47,-103.93,177.37
3747,44620.49,28.08,203.15,-3.38,-104.24,-182.48,-103.94,177.37
3748,44671.46,28.78,203.15,-3.37,-104.23,-182.49,-103.95,177.37
3749,44722.23,29.45,203.16,-3.36,-104.23,-182.5,-103.97,177.37
3750,44772.75,30.09,203.17,-3.35,-104.22,-182.51,-103.98,177.36
3751,44822.99,30.67,203.18,-3.34,-104.22,-182.52,-103.99,177.36
3752,44872.94,31.27,203.18,-3.33,-104.21,-182.53,-104.0,177.36
3753,44922.55,31.81,203.19,-3.32,-104.2,-182.54,-104.01,177.36
3754,44971.81,32.32,203.2,-3.31,-104.2,-182.55,-104.03,177.36
3755,45020.68,32.79,203.2,-3.29,-104.19,-182.56,-104.04,177.36
3756,45069.13,33.24,203.21,-3.28,-104.18,-182.57,-104.05,177.36
3757,45117.15,34.64,203.22,-3.27,-104.18,-182.58,-104.06,177.36
3758,45164.7,34.04,203.22,-3.26,-104.17,-182.59,-104.07,177.35
3759,45211.77,34.39,203.23,-3.25,-104.16,-182.6,-104.08,177.35
3760,45258.32,34.71,203.24,-3.24,-104.16,-182.6,-104.1,177.35
3761,45304.35,35.0,203.24,-3.23,-104.15,-182.61,-104.11,177.35
3762,45349.82,35.26,203.25,-3.22,-104.15,-182.62,-104.12,177.35
3763,45394.72,35.49,203.26,-3.21,-104.14,-182.63,-104.13,177.35
3764,45439.02,35.7,203.26,-3.2,-104.13,-182.64,-104.14,177.35
3765,45482.71,35.88,203.27,-3.19,-104.13,-182.65,-104.15,177.35
3766,45525.77,36.02,203.28,-3.18,-104.12,-182.66,-104.16,177.35
3767,45568.18,36.14,203.28,-3.17,-104.12,-182.66,-104.17,177.34
3768,45609.92,36.23,203.29,-3.16,-104.11,-182.67,-104.18,177.34
3769,45650.98,36.29,203.29,-3.15,-104.11,-182.68,-104.19,177.34
3770,45691.35,36.33,203.3,-3.14,-104.1,-182.69,-104.2,177.34
3771,45731.0,36.28,203.31,-3.13,-104.1,-182.7,-104.21,177.34
3772,45769.93,36.33,203.31,-3.13,-104.09,-182.7,-104.22,177.34
3773,45808.12,36.29,203.32,-3.12,-104.09,-182.71,-104.23,177.34
3774,45845.57,36.22,203.32,-3.11,-104.08,-182.72,-104.24,177.34
3775,45882.24,36.13,203.33,-3.1,-104.08,-182.73,-104.25,177.34
3776,45918.15,36.02,203.33,-3.09,-104.07,-182.73,-104.26,177.34
3777,45953.27,35.88,203.34,-3.08,-104.07,-182.74,-104.27,177.33
3778,45987.6,35.72,203.34,-3.08,-104.06,-182.75,-104.27,177.33
3779,46021.13,35.54,203.35,-3.07,-104.06,-182.75,-104.28,177.33
3780,46053.85,35.34,203.35,-3.06,-104.05,-182.76,-104.29,177.33
3781,46085.76,35.11,203.36,-3.05,-104.05,-182.77,-104.3,177.33
3782,46116.84,34.87,203.36,-3.05,-104.04,-182.77,-104.31,177.33
3783,46147.08,34.6,203.37,-3.04,-104.04,-182.78,-104.31,177.33
3784,46176.5,34.31,203.37,-3.03,-104.04,-182.78,-104.32,177.33
3785,46205.07,34.0,203.37,-3.03,-104.03,-182.79,-104.33,177.33
3786,46232.8,33.12,203.38,-3.02,-104.03,-182.8,-104.34,177.33
3787,46259.68,33.33,203.38,-3.01,-104.02,-182.8,-104.34,177.33
3788,46285.71,32.97,203.39,-3.01,-104.02,-182.81,-104.35,177.32
3789,46310.88,32.67,203.39,-3.0,-104.02,-182.81,-104.36,177.32
3790,46335.2,32.19,203.39,-3.0,-104.01,-182.82,-104.36,177.32
3791,46358.66,31.78,203.4,-2.99,-104.01,-182.82,-104.37,177.32
3792,46381.26,31.35,203.4,-2.99,-104.01,-182.83,-104.37,177.32
3793,46403.01,30.91,203.4,-2.98,-104.0,-182.83,-104.38,177.32
3794,46423.89,30.45,203.41,-2.98,-104.0,-182.83,-104.38,177.32
3795,46443.92,29.97,203.41,-2.97,-104.0,-182.84,-104.39,177.32
3796,46463.09,29.49,203.41,-2.97,-104.0,-182.84,-104.39,177.32
3797,46481.41,28.99,203.41,-2.96,-103.99,-182.85,-104.4,177.32
3798,46498.87,28.48,203.42,-2.96,-103.99,-182.85,-104.4,177.32
3799,46515.49,27.95,203.42,-2.95,-103.99,-182.85,-104.41,177.32
3800,46531.26,27.42,203.42,-2.95,-103.99,-182.86,-104.41,177.32
3801,46546.19,26.87,203.42,-2.95,-103.98,-182.86,-104.41,177.32
3802,46560.28,26.31,203.43,-2.94,-103.98,-182.86,-104.42,177.32
3803,46573.53,25.75,203.43,-2.94,-103.98,-182.86,-104.42,177.31
3804,46585.96,25.17,203.43,-2.94,-103.98,-182.87,-104.43,177.31
3805,46597.57,24.59,203.43,-2.93,-103.98,-182.87,-104.43,177.31
3806,46608.36,24.0,203.43,-2.93,-103.97,-182.87,-104.43,177.31
3807,46618.34,23.4,203.43,-2.93,-103.97,-182.87,-104.43,177.31
3808,46627.51,22.79,203.43,-2.93,-103.97,-182.87,-104.44,177.31
3809,46635.89,22.18,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3810,46643.48,21.48,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3811,46650.29,20.94,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3812,46656.33,20.31,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3813,46661.6,19.67,203.44,-2.92,-103.97,-182.88,-104.45,177.31
3814,46666.12,19.04,203.44,-2.92,-103.97,-182.88,-104.45,177.31
3815,46669.9,18.4,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3816,46672.94,17.76,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3817,46675.25,17.11,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3818,46676.84,16.47,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3819,46677.74,15.82,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3820,46677.93,15.11,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3821,46677.45,14.52,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3822,46676.29,13.87,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3823,46674.48,13.21,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3824,46672.01,12.58,203.44,-2.91,-103.96,-182.89,-104.45,177.31
3825,46668.91,11.93,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3826,46665.19,11.28,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3827,46660.85,10.64,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3828,46655.92,10.0,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3829,46650.4,9.37,203.44,-2.91,-103.96,-182.88,-104.45,177.31
3830,46644.31,8.55,203.44,-2.92,-103.96,-182.88,-104.45,177.31
3831,46637.66,8.5,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3832,46630.47,7.4,203.44,-2.92,-103.97,-182.88,-104.44,177.31
3833,46622.74,6.88,203.43,-2.92,-103.97,-182.88,-104.44,177.31
3834,46614.5,5.59,203.43,-2.92,-103.97,-182.88,-104.44,177.31
3835,46605.75,5.64,203.43,-2.92,-103.97,-182.87,-104.44,177.31
3836,46596.51,5.04,203.43,-2.92,-103.97,-182.87,-104.43,177.31
3837,46586.8,4.44,203.43,-2.93,-103.97,-182.87,-104.43,177.31
3838,46576.62,3.85,203.43,-2.93,-103.97,-182.87,-104.43,177.31
3839,46565.99,3.27,203.43,-2.93,-103.97,-182.87,-104.43,177.31
3840,48518.51,-87.73,212.27,-3.41,-108.8,-190.31,-108.45,185.24
3841,48514.98,-0.92,212.52,-2.97,-108.53,-190.67,-108.92,185.16
3842,48469.86,-3.45,212.53,-2.98,-108.55,-190.68,-108.92,185.18
3843,48418.44,-4.62,212.53,-2.99,-108.55,-190.67,-108.91,185.18
3844,48365.79,-6.45,212.52,-3.0,-108.56,-190.66,-108.89,185.18
3845,48312.05,-8.23,212.51,-3.01,-108.57,-190.65,-108.88,185.18
3846,48257.29,-9.96,212.51,-3.02,-108.57,-190.64,-108.87,185.19
3847,48201.56,-11.66,212.5,-3.03,-108.58,-190.63,-108.86,185.19
3848,48144.92,-13.3,212.49,-3.04,-108.59,-190.62,-108.84,185.19
3849,48087.42,-14.91,212.48,-3.06,-108.59,-190.61,-108.83,185.19
3850,48029.1,-16.47,212.47,-3.07,-108.6,-190.6,-108.82,185.19
3851,47970.03,-18.03,212.47,-3.08,-108.61,-190.58,-108.8,185.19
3852,47910.25,-19.46,212.46,-3.09,-108.61,-190.57,-108.79,185.19
3853,47849.82,-20.93,212.45,-3.11,-108.62,-190.56,-108.77,185.19
3854,47788.79,-22.26,212.44,-3.12,-108.63,-190.55,-108.76,185.19
3855,47727.21,-23.6,212.43,-3.13,-108.64,-190.54,-108.75,185.2
3856,47665.14,-24.89,212.42,-3.15,-108.64,-190.53,-108.73,185.2
3857,47602.62,-26.13,212.41,-3.16,-108.65,-190.52,-108.72,185.2
3858,47539.7,-27.33,212.41,-3.17,-108.66,-190.5,-108.7,185.2
3859,47476.44,-28.49,212.4,-3.19,-108.67,-190.49,-108.69,185.2
3860,47412.89,-29.59,212.39,-3.2,-108.68,-190.48,-108.67,185.2
3861,47349.1,-30.66,212.38,-3.21,-108.68,-190.47,-108.66,185.2
3862,47285.11,-31.68,212.37,-3.23,-108.69,-190.46,-108.64,185.21
3863,47220.98,-32.65,212.36,-3.24,-108.7,-190.44,-108.63,185.21
3864,47156.75,-33.58,212.35,-3.25,-108.71,-190.43,-108.61,185.21
3865,47092.48,-34.46,212.34,-3.27,-108.72,-190.42,-108.6,185.21
3866,47028.2,-35.3,212.33,-3.28,-108.72,-190.41,-108.58,185.21
3867,46963.97,-36.1,212.33,-3.3,-108.73,-190.4,-108.57,185.21
3868,46899.83,-36.85,212.32,-3.31,-108.74,-190.38,-108.55,185.22
3869,46835.83,-37.56,212.31,-3.32,-108.75,-190.37,-108.54,185.22
3870,46772.01,-38.18,212.3,-3.34,-108.76,-190.36,-108.52,185.22
3871,46708.42,-38.84,212.29,-3.35,-108.76,-190.35,-108.51,185.22
3872,46645.09,-40.33,212.28,-3.37,-108.77,-190.33,-108.49,185.22
3873,46582.08,-39.96,212.27,-3.38,-108.78,-190.32,-108.48,185.22
3874,46519.41,-40.46,212.26,-3.39,-108.79,-190.31,-108.46,185.22
3875,46457.15,-40.91,212.25,-3.41,-108.8,-190.3,-108.45,185.23
3876,46395.31,-41.33,212.25,-3.42,-108.8,-190.29,-108.43,185.23
3877,46333.95,-41.7,212.24,-3.43,-108.81,-190.28,-108.42,185.23
3878,46273.1,-42.04,212.23,-3.45,-108.82,-190.26,-108.4,185.23
3879,46212.79,-42.34,212.22,-3.46,-108.83,-190.25,-108.39,185.23
3880,46153.07,-42.6,212.21,-3.47,-108.83,-190.24,-108.37,185.23
3881,46093.97,-42.82,212.2,-3.49,-108.84,-190.23,-108.36,185.23
3882,46035.52,-43.0,212.2,-3.5,-108.85,-190.22,-108.35,185.24
3883,45977.76,-43.15,212.19,-3.51,-108.86,-190.21,-108.33,185.24
3884,45920.72,-43.26,212.18,-3.52,-108.86,-190.2,-108.32,185.24
3885,45864.43,-43.33,212.17,-3.54,-108.87,-190.19,-108.31,185.24
3886,45808.92,-43.37,212.16,-3.55,-108.88,-190.17,-108.29,185.24
3887,45754.22,-43.38,212.16,-3.56,-108.89,-190.16,-108.28,185.24
3888,45700.36,-43.35,212.15,-3.57,-108.89,-190.15,-108.27,185.24
3889,45647.37,-43.29,212.14,-3.58,-108.9,-190.14,-108.25,185.25
3890,45595.26,-43.07,212.13,-3.6,-108.91,-190.13,-108.24,185.25
3891,45544.08,-43.08,212.13,-3.61,-108.91,-190.12,-108.23,185.25
3892,45493.83,-42.93,212.12,-3.62,-108.92,-190.11,-108.22,185.25
3893,45444.55,-42.75,212.11,-3.63,-108.93,-190.1,-108.2,185.25
3894,45396.25,-42.54,212.11,-3.64,-108.93,-190.09,-108.19,185.25
3895,45348.96,-42.31,212.1,-3.65,-108.94,-190.09,-108.18,185.25
3896,45302.7,-42.04,212.09,-3.66,-108.95,-190.08,-108.17,185.26
3897,45257.48,-41.75,212.09,-3.67,-108.95,-190.07,-108.16,185.26
3898,45213.32,-41.43,212.08,-3.68,-108.96,-190.06,-108.15,185.26
3899,45170.24,-41.09,212.07,-3.69,-108.96,-190.05,-108.14,185.26
3900,45128.25,-40.73,212.07,-3.7,-108.97,-190.04,-108.13,185.26
3901,45087.37,-40.34,212.06,-3.71,-108.97,-190.03,-108.12,185.26
3902,45047.61,-39.93,212.06,-3.72,-108.98,-190.03,-108.11,185.26
3903,45008.98,-39.5,212.05,-3.73,-108.98,-190.02,-108.1,185.26
3904,44971.49,-39.04,212.05,-3.74,-108.99,-190.01,-108.09,185.26
3905,44935.16,-38.57,212.04,-3.75,-108.99,-190.0,-108.08,185.27
3906,44899.98,-38.06,212.04,-3.75,-109.0,-190.0,-108.07,185.27
3907,44865.98,-37.56,212.03,-3.76,-109.0,-189.99,-108.06,185.27
3908,44833.15,-37.03,212.03,-3.77,-109.01,-189.98,-108.05,185.27
3909,44801.5,-36.48,212.02,-3.78,-109.01,-189.98,-108.05,185.27
3910,44771.04,-35.92,212.02,-3.78,-109.02,-189.97,-108.04,185.27
3911,44741.76,-35.34,212.01,-3.79,-109.02,-189.97,-108.03,185.27
3912,44713.68,-34.75,212.01,-3.8,-109.02,-189.96,-108.02,185.27
3913,44686.79,-34.14,212.0,-3.8,-109.03,-189.96,-108.02,185.27
3914,44661.09,-33.52,212.0,-3.81,-109.03,-189.95,-108.01,185.27
3915,44636.59,-32.88,212.0,-3.81,-109.04,-189.95,-108.0,185.27
3916,44613.28,-32.23,211.99,-3.82,-109.04,-189.94,-108.0,185.28
3917,44591.16,-31.58,211.99,-3.83,-109.04,-189.94,-107.99,185.28
3918,44570.22,-30.91,211.99,-3.83,-109.05,-189.93,-107.99,185.28
3919,44550.47,-30.23,211.99,-3.84,-109.05,-189.93,-107.98,185.28
3920,44531.89,-29.54,211.98,-3.84,-109.05,-189.92,-107.98,185.28
3921,44514.48,-28.84,211.98,-3.84,-109.05,-189.92,-107.97,185.28
3922,44498.24,-28.14,211.98,-3.85,-109.06,-189.92,-107.97,185.28
3923,44483.16,-27.43,211.98,-3.85,-109.06,-189.91,-107.96,185.28
3924,44469.22,-26.71,211.97,-3.86,-109.06,-189.91,-107.96,185.28
3925,44456.43,-25.99,211.97,-3.86,-109.06,-189.91,-107.96,185.28
3926,44444.76,-25.26,211.97,-3.86,-109.06,-189.91,-107.95,185.28
3927,44434.22,-24.52,211.97,-3.86,-109.07,-189.9,-107.95,185.28
3928,44424.78,-23.78,211.97,-3.87,-109.07,-189.9,-107.95,185.28
3929,44416.44,-23.04,211.97,-3.87,-109.07,-189.9,-107.95,185.28
3930,44409.17,-22.3,211.96,-3.87,-109.07,-189.9,-107.94,185.28
3931,44402.99,-21.55,211.96,-3.87,-109.07,-189.9,-107.94,185.28
3932,44397.85,-20.76,211.96,-3.88,-109.07,-189.9,-107.94,185.28
3933,44393.76,-20.05,211.96,-3.88,-109.07,-189.89,-107.94,185.28
3934,44390.7,-19.3,211.96,-3.88,-109.07,-189.89,-107.94,185.28
3935,44388.65,-18.55,211.96,-3.88,-109.07,-189.89,-107.94,185.28
3936,44387.6,-17.8,211.96,-3.88,-109.07,-189.89,-107.94,185.29
3937,44387.52,-17.05,211.96,-3.88,-109.07,-189.89,-107.94,185.29
3938,44388.4,-16.3,211.96,-3.88,-109.08,-189.89,-107.94,185.29
3939,44390.23,-15.55,211.96,-3.88,-109.08,-189.89,-107.94,185.29
3940,44392.99,-14.8,211.96,-3.88,-109.08,-189.89,-107.94,185.29
3941,44396.65,-14.06,211.96,-3.88,-109.08,-189.89,-107.94,185.29
3942,44401.2,-13.32,211.96,-3.88,-109.07,-189.89,-107.94,185.29
3943,44406.62,-12.59,211.96,-3.88,-109.07,-189.89,-107.94,185.29
3944,44412.89,-11.86,211.96,-3.88,-109.07,-189.9,-107.94,185.29
3945,44419.99,-11.13,211.96,-3.88,-109.07,-189.9,-107.94,185.29
3946,44427.9,-10.41,211.97,-3.87,-109.07,-189.9,-107.94,185.29
3947,44436.6,-9.69,211.97,-3.87,-109.07,-189.9,-107.94,185.29
3948,44446.07,-8.98,211.97,-3.87,-109.07,-189.9,-107.95,185.29
3949,44456.29,-8.27,211.97,-3.87,-109.07,-189.9,-107.95,185.29
3950,44467.23,-7.57,211.97,-3.87,-109.07,-189.9,-107.95,185.29
3951,44478.88,-6.88,211.97,-3.87,-109.07,-189.91,-107.95,185.29
3952,44491.22,-6.2,211.97,-3.86,-109.07,-189.91,-107.96,185.29
3953,44504.22,-5.54,211.98,-3.86,-109.06,-189.91,-107.96,185.29
3954,44517.86,-4.85,211.98,-3.86,-109.06,-189.91,-107.96,185.28
3955,44532.12,-4.19,211.98,-3.86,-109.06,-189.92,-107.96,185.28
3956,44546.98,-3.54,211.98,-3.85,-109.06,-189.92,-107.97,185.28
3957,44562.41,-2.89,211.98,-3.85,-109.06,-189.92,-107.97,185.28
3958,44578.4,-2.26,211.99,-3.85,-109.06,-189.92,-107.97,185.28
3959,44594.92,-1.64,211.99,-3.84,-109.05,-189.93,-107.98,185.28
3960,40537.61,173.15,192.06,-2.78,-98.18,-173.17,-98.91,167.43
3961,40526.92,-11.18,191.48,-3.79,-98.81,-172.34,-97.85,167.6
3962,40603.21,-7.18,191.43,-3.77,-98.77,-172.32,-97.84,167.55
3963,40692.48,-3.99,191.45,-3.75,-98.76,-172.33,-97.86,167.55
3964,40783.7,-0.31,191.46,-3.73,-98.75,-172.35,-97.88,167.55
3965,40876.58,3.14,191.48,-3.71,-98.73,-172.37,-97.91,167.55
3966,40970.98,6.31,191.49,-3.69,-98.72,-172.39,-97.93,167.54
3967,41066.79,9.98,191.51,-3.66,-98.71,-172.41,-97.96,167.54
3968,41163.93,13.3,191.52,-3.64,-98.7,-172.43,-97.98,167.54
3969,41262.28,16.56,191.54,-3.62,-98.68,-172.45,-98.01,167.54
3970,41361.76,19.74,191.55,-3.6,-98.67,-172.47,-98.03,167.54
3971,41462.26,22.85,191.57,-3.57,-98.66,-172.5,-98.06,167.53
3972,41563.69,25.9,191.59,-3.55,-98.64,-172.52,-98.08,167.53
3973,41665.96,28.88,191.6,-3.52,-98.63,-172.54,-98.11,167.53
3974,41768.98,31.79,191.62,-3.5,-98.61,-172.56,-98.14,167.53
3975,41872.65,34.63,191.63,-3.48,-98.6,-172.58,-98.16,167.53
3976,41976.89,37.4,191.65,-3.45,-98.59,-172.6,-98.19,167.52
3977,42081.61,40.1,191.67,-3.43,-98.57,-172.62,-98.22,167.52
3978,42186.72,42.73,191.68,-3.4,-98.56,-172.65,-98.25,167.52
3979,42292.16,45.29,191.7,-3.38,-98.54,-172.67,-98.27,167.52
3980,42397.82,47.78,191.72,-3.35,-98.53,-172.69,-98.3,167.51
3981,42503.64,50.2,191.73,-3.33,-98.51,-172.71,-98.33,167.51
3982,42609.53,52.55,191.75,-3.3,-98.5,-172.74,-98.36,167.51
3983,42715.43,54.79,191.77,-3.28,-98.49,-172.76,-98.38,167.51
3984,42821.25,57.02,191.78,-3.25,-98.47,-172.78,-98.41,167.51
3985,42926.93,59.12,191.8,-3.23,-98.46,-172.8,-98.44,167.5
3986,43032.4,61.2,191.82,-3.2,-98.44,-172.82,-98.47,167.5
3987,43137.59,63.19,191.83,-3.18,-98.43,-172.85,-98.49,167.5
3988,43242.44,65.11,191.85,-3.15,-98.41,-172.87,-98.52,167.5
3989,43346.88,66.95,191.87,-3.13,-98.4,-172.89,-98.55,167.49
3990,43450.85,68.71,191.88,-3.1,-98.38,-172.91,-98.58,167.49
3991,43554.3,70.41,191.9,-3.08,-98.37,-172.93,-98.6,167.49
3992,43657.16,72.03,191.92,-3.05,-98.35,-172.96,-98.63,167.49
3993,43759.38,73.58,191.93,-3.03,-98.34,-172.98,-98.66,167.48
3994,43860.92,79.15,191.95,-3.0,-98.33,-173.0,-98.68,167.48
3995,43961.7,76.47,191.96,-2.98,-98.31,-173.02,-98.71,167.48
3996,44061.7,77.8,191.98,-2.96,-98.3,-173.04,-98.74,167.47
3997,44160.85,79.07,192.0,-2.93,-98.28,-173.06,-98.76,167.47
3998,44259.12,80.26,192.01,-2.91,-98.27,-173.08,-98.79,167.47
3999,44356.46,81.39,192.03,-2.88,-98.26,-173.1,-98.81,167.47
4000,44452.82,82.79,192.04,-2.86,-98.24,-173.12,-98.84,167.46
4001,44548.17,83.43,192.06,-2.84,-98.23,-173.14,-98.86,167.46
4002,44642.46,84.35,192.07,-2.82,-98.22,-173.16,-98.89,167.46
4003,44735.66,85.19,192.09,-2.79,-98.2,-173.18,-98.91,167.46
4004,44827.74,85.97,192.1,-2.77,-98.19,-173.2,-98.94,167.45
4005,44918.66,86.68,192.11,-2.75,-98.18,-173.22,-98.96,167.45
4006,45008.38,87.33,192.13,-2.73,-98.16,-173.24,-98.99,167.45
4007,45096.87,87.91,192.14,-2.7,-98.15,-173.26,-99.01,167.45
4008,45184.12,88.42,192.16,-2.68,-98.14,-173.28,-99.03,167.44
4009,45270.07,88.87,192.17,-2.66,-98.13,-173.3,-99.06,167.44
4010,45354.72,89.25,192.18,-2.64,-98.11,-173.32,-99.08,167.44
4011,45438.03,89.57,192.2,-2.62,-98.1,-173.33,-99.1,167.44
4012,45519.98,89.83,192.21,-2.6,-98.09,-173.35,-99.12,167.44
4013,45600.55,90.05,192.22,-2.58,-98.08,-173.37,-99.14,167.43
4014,45679.71,90.16,192.23,-2.56,-98.07,-173.38,-99.16,167.43
4015,45757.45,90.24,192.25,-2.54,-98.06,-173.4,-99.19,167.43
4016,45833.74,90.25,192.26,-2.52,-98.04,-173.42,-99.21,167.43
4017,45908.57,90.03,192.27,-2.51,-98.03,-173.43,-99.23,167.42
4018,45981.92,90.11,192.28,-2.49,-98.02,-173.45,-99.25,167.42
4019,46053.77,89.95,192.29,-2.47,-98.01,-173.46,-99.26,167.42
4020,46124.11,89.74,192.3,-2.45,-98.0,-173.48,-99.28,167.42
4021,46192.93,89.47,192.31,-2.44,-97.99,-173.49,-99.3,167.41
4022,46260.21,89.18,192.32,-2.42,-97.98,-173.51,-99.32,167.41
4023,46325.94,88.78,192.33,-2.4,-97.97,-173.52,-99.34,167.41
4024,46390.1,91.61,192.34,-2.39,-97.96,-173.54,-99.36,167.41
4025,46452.71,87.88,192.35,-2.37,-97.95,-173.55,-99.37,167.41
4026,46513.73,87.35,192.36,-2.35,-97.94,-173.56,-99.39,167.4
4027,46573.17,86.59,192.37,-2.34,-97.94,-173.58,-99.4,167.4
4028,46631.02,86.15,192.38,-2.33,-97.93,-173.59,-99.42,167.4
4029,46687.26,85.48,192.39,-2.31,-97.92,-173.6,-99.44,167.4
4030,46741.91,84.77,192.4,-2.3,-97.91,-173.61,-99.45,167.4
4031,46794.95,84.01,192.41,-2.28,-97.9,-173.62,-99.47,167.39
4032,46846.37,83.21,192.41,-2.27,-97.89,-173.63,-99.48,167.39
4033,46896.19,82.37,192.42,-2.26,-97.89,-173.65,-99.49,167.39
4034,46944.38,81.48,192.43,-2.25,-97.88,-173.66,-99.51,167.39
4035,46990.97,80.56,192.44,-2.23,-97.87,-173.67,-99.52,167.39
4036,47035.94,79.6,192.44,-2.22,-97.86,-173.68,-99.53,167.39
4037,47079.29,78.6,192.45,-2.21,-97.86,-173.69,-99.54,167.38
4038,47121.04,77.56,192.46,-2.2,-97.85,-173.69,-99.55,167.38
4039,47161.17,76.49,192.46,-2.19,-97.85,-173.7,-99.57,167.38
4040,47199.69,75.38,192.47,-2.18,-97.84,-173.71,-99.58,167.38
4041,47236.62,74.24,192.48,-2.17,-97.83,-173.72,-99.59,167.38
4042,47271.94,73.08,192.48,-2.16,-97.83,-173.73,-99.6,167.38
4043,47305.67,71.88,192.49,-2.15,-97.82,-173.73,-99.61,167.38
4044,47337.81,70.65,192.49,-2.14,-97.82,-173.74,-99.62,167.37
4045,47368.38,69.39,192.5,-2.14,-97.81,-173.75,-99.62,167.37
4046,47397.37,68.11,192.5,-2.13,-97.81,-173.75,-99.63,167.37
4047,47424.79,66.8,192.5,-2.12,-97.8,-173.76,-99.64,167.37
4048,47450.66,65.47,192.51,-2.11,-97.8,-173.77,-99.65,167.37
4049,47474.98,64.12,192.51,-2.11,-97.79,-173.77,-99.65,167.37
4050,47497.77,62.74,192.52,-2.1,-97.79,-173.78,-99.66,167.37
4051,47519.03,61.34,192.52,-2.09,-97.79,-173.78,-99.67,167.37
4052,47538.77,59.92,192.52,-2.09,-97.78,-173.79,-99.67,167.37
4053,47557.01,58.49,192.53,-2.08,-97.78,-173.79,-99.68,167.36
4054,47573.76,57.03,192.53,-2.08,-97.78,-173.79,-99.68,167.36
4055,47589.04,55.56,192.53,-2.07,-97.77,-173.8,-99.69,167.36
4056,47602.85,53.53,192.53,-2.07,-97.77,-173.8,-99.69,167.36
4057,47615.21,52.58,192.53,-2.07,-97.77,-173.8,-99.7,167.36
4058,47626.14,51.07,192.54,-2.06,-97.77,-173.81,-99.7,167.36
4059,47635.64,49.55,192.54,-2.06,-97.77,-173.81,-99.7,167.36
4060,47643.75,48.02,192.54,-2.06,-97.76,-173.81,-99.71,167.36
4061,47650.47,46.16,192.54,-2.06,-97.76,-173.81,-99.71,167.36
4062,47655.82,44.93,192.54,-2.05,-97.76,-173.81,-99.71,167.36
4063,47659.81,43.37,192.54,-2.05,-97.76,-173.82,-99.71,167.36
4064,47662.47,41.81,192.54,-2.05,-97.76,-173.82,-99.71,167.36
4065,47663.82,40.25,192.54,-2.05,-97.76,-173.82,-99.71,167.36
4066,47663.87,38.68,192.54,-2.05,-97.76,-173.82,-99.71,167.36
