index,P,Q,VaR,VaI,VbR,VbI,VcR,VcI
9642,45651.57,33.03,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9643,45658.77,31.46,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9644,45665.87,29.96,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9645,45672.87,28.53,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9646,45679.77,27.16,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9647,45686.55,25.87,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9648,45693.24,24.63,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9649,45699.8,23.45,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9650,45706.26,22.36,212.69,-2.96,-108.28,-190.47,-109.02,184.68
9651,45712.59,21.26,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9652,45718.81,20.23,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9653,45724.9,19.26,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9654,45730.87,18.34,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9655,45736.71,17.45,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9656,45742.43,16.59,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9657,45748.01,15.81,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9658,45753.47,15.05,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9659,45758.79,14.32,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9660,45763.97,13.4,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9661,45769.02,12.97,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9662,45773.93,12.34,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9663,45778.7,11.74,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9664,45783.33,11.18,212.69,-2.96,-108.28,-190.47,-109.01,184.68
9665,45787.82,10.63,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9666,45792.17,10.12,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9667,45796.38,9.62,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9668,45800.45,9.16,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9669,45804.37,8.71,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9670,45808.15,8.29,212.68,-2.96,-108.28,-190.47,-109.01,184.68
9671,45811.78,7.88,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9672,45815.28,7.5,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9673,45818.62,7.17,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9674,45821.83,6.79,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9675,45824.89,6.46,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9676,45827.81,6.14,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9677,45830.59,5.84,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9678,45833.22,5.56,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9679,45835.71,5.29,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9680,45838.06,5.03,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9681,45840.27,4.79,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9682,45842.35,4.55,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9683,45844.28,4.33,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9684,45846.07,4.12,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9685,45847.73,3.92,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9686,45849.25,3.74,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9687,45850.64,3.56,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9688,45851.9,3.38,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9689,45853.02,3.2,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9690,45854.01,3.75,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9691,45854.88,2.92,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9692,45855.62,2.78,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9693,45856.23,2.65,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9694,45856.72,2.53,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9695,45857.08,2.41,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9696,45857.33,2.3,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9697,45857.46,2.19,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9698,45857.47,2.09,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9699,45857.36,1.99,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9700,45857.15,1.9,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9701,45856.82,1.84,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9702,45856.38,1.73,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9703,45855.84,1.66,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9704,45855.19,1.58,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9705,45854.44,1.51,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9706,45853.59,1.45,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9707,45852.65,1.39,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9708,45851.61,1.33,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9709,45850.47,1.22,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9710,45849.25,1.22,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9711,45847.93,1.17,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9712,45846.53,1.13,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9713,45845.05,1.08,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9714,45843.49,1.04,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9715,45841.84,1.0,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9716,45840.12,0.97,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9717,45838.33,0.93,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9718,45836.47,0.89,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9719,45834.54,0.86,212.68,-2.96,-108.29,-190.47,-109.01,184.68
9720,43550.01,64.48,201.8,-2.63,-102.55,-181.19,-103.87,175.06
9721,43554.17,0.24,201.6,-2.96,-102.77,-180.92,-103.49,175.1
9722,43590.01,1.38,201.59,-2.95,-102.76,-180.91,-103.49,175.09
9723,43629.76,2.34,201.59,-2.95,-102.76,-180.92,-103.49,175.09
9724,43670.31,3.39,201.59,-2.94,-102.76,-180.92,-103.5,175.09
9725,43711.54,4.42,201.6,-2.94,-102.75,-180.93,-103.51,175.09
9726,43753.42,5.42,201.6,-2.93,-102.75,-180.93,-103.52,175.09
9727,43795.9,6.4,201.61,-2.92,-102.74,-180.94,-103.52,175.09
9728,43838.94,7.36,201.61,-2.92,-102.74,-180.95,-103.53,175.09
9729,43882.5,8.3,201.62,-2.91,-102.73,-180.95,-103.54,175.09
9730,43926.54,9.29,201.62,-2.9,-102.73,-180.96,-103.55,175.09
9731,43971.02,10.1,201.63,-2.9,-102.73,-180.96,-103.56,175.09
9732,44015.89,10.98,201.63,-2.89,-102.72,-180.97,-103.56,175.09
9733,44061.13,11.82,201.64,-2.88,-102.72,-180.97,-103.57,175.08
9734,44106.69,12.64,201.64,-2.88,-102.71,-180.98,-103.58,175.08
9735,44152.53,13.43,201.64,-2.87,-102.71,-180.99,-103.59,175.08
9736,44198.62,14.2,201.65,-2.86,-102.7,-180.99,-103.6,175.08
9737,44244.92,14.95,201.65,-2.86,-102.7,-181.0,-103.6,175.08
9738,44291.39,15.67,201.66,-2.85,-102.69,-181.0,-103.61,175.08
9739,44338.0,16.37,201.66,-2.84,-102.69,-181.01,-103.62,175.08
9740,44384.71,17.12,201.67,-2.83,-102.69,-181.02,-103.63,175.08
9741,44431.49,17.7,201.67,-2.83,-102.68,-181.02,-103.64,175.08
9742,44478.31,18.33,201.68,-2.82,-102.68,-181.03,-103.65,175.08
9743,44525.12,18.94,201.68,-2.81,-102.67,-181.03,-103.66,175.08
9744,44571.91,19.52,201.69,-2.81,-102.67,-181.04,-103.66,175.08
9745,44618.63,20.07,201.69,-2.8,-102.66,-181.05,-103.67,175.08
9746,44665.25,20.61,201.7,-2.79,-102.66,-181.05,-103.68,175.08
9747,44711.76,21.12,201.7,-2.78,-102.65,-181.06,-103.69,175.08
9748,44758.11,21.6,201.71,-2.78,-102.65,-181.06,-103.7,175.08
9749,44804.28,22.07,201.71,-2.77,-102.64,-181.07,-103.71,175.08
9750,44850.23,22.51,201.72,-2.76,-102.64,-181.08,-103.71,175.07
9751,44895.95,22.93,201.72,-2.76,-102.63,-181.08,-103.72,175.07
9752,44941.41,23.32,201.73,-2.75,-102.63,-181.09,-103.73,175.07
9753,44986.57,23.69,201.73,-2.74,-102.62,-181.09,-103.74,175.07
9754,45031.41,24.04,201.74,-2.74,-102.62,-181.1,-103.75,175.07
9755,45075.92,24.36,201.74,-2.73,-102.62,-181.11,-103.75,175.07
9756,45120.06,24.67,201.74,-2.72,-102.61,-181.11,-103.76,175.07
9757,45163.82,24.95,201.75,-2.71,-102.61,-181.12,-103.77,175.07
9758,45207.16,25.21,201.75,-2.71,-102.6,-181.12,-103.78,175.07
9759,45250.07,25.45,201.76,-2.7,-102.6,-181.13,-103.79,175.07
9760,45292.53,25.63,201.76,-2.69,-102.59,-181.13,-103.79,175.07
9761,45334.52,25.86,201.77,-2.69,-102.59,-181.14,-103.8,175.07
9762,45376.01,26.03,201.77,-2.68,-102.58,-181.15,-103.81,175.07
9763,45416.99,25.83,201.78,-2.68,-102.58,-181.15,-103.82,175.07
9764,45457.44,26.32,201.78,-2.67,-102.58,-181.16,-103.82,175.07
9765,45497.35,26.43,201.78,-2.66,-102.57,-181.16,-103.83,175.07
9766,45536.69,26.52,201.79,-2.66,-102.57,-181.17,-103.84,175.06
9767,45575.45,26.59,201.79,-2.65,-102.56,-181.17,-103.85,175.06
9768,45613.61,26.64,201.8,-2.64,-102.56,-181.18,-103.85,175.06
9769,45651.17,26.68,201.8,-2.64,-102.56,-181.18,-103.86,175.06
9770,45688.1,26.69,201.8,-2.63,-102.55,-181.19,-103.87,175.06
9771,45724.39,26.68,201.81,-2.63,-102.55,-181.19,-103.87,175.06
9772,45760.04,26.66,201.81,-2.62,-102.54,-181.2,-103.88,175.06
9773,45795.02,26.62,201.81,-2.62,-102.54,-181.2,-103.89,175.06
9774,45829.33,26.56,201.82,-2.61,-102.54,-181.2,-103.89,175.06
9775,45862.95,26.48,201.82,-2.61,-102.53,-181.21,-103.9,175.06
9776,45895.88,26.39,201.82,-2.6,-102.53,-181.21,-103.9,175.06
9777,45928.11,26.28,201.83,-2.6,-102.53,-181.22,-103.91,175.06
9778,45959.62,26.16,201.83,-2.59,-102.52,-181.22,-103.92,175.06
9779,45990.41,26.01,201.83,-2.59,-102.52,-181.23,-103.92,175.06
9780,46020.47,25.85,201.84,-2.58,-102.52,-181.23,-103.93,175.06
9781,46049.79,25.68,201.84,-2.58,-102.51,-181.23,-103.93,175.06
9782,46078.38,25.49,201.84,-2.57,-102.51,-181.24,-103.94,175.06
9783,46106.21,25.29,201.85,-2.57,-102.51,-181.24,-103.94,175.05
9784,46133.29,25.07,201.85,-2.56,-102.51,-181.24,-103.95,175.05
9785,46159.61,24.84,201.85,-2.56,-102.5,-181.25,-103.95,175.05
9786,46185.17,24.6,201.85,-2.55,-102.5,-181.25,-103.96,175.05
9787,46209.97,24.34,201.86,-2.55,-102.5,-181.25,-103.96,175.05
9788,46233.99,24.07,201.86,-2.55,-102.49,-181.26,-103.97,175.05
9789,46257.24,23.79,201.86,-2.54,-102.49,-181.26,-103.97,175.05
9790,46279.71,23.5,201.86,-2.54,-102.49,-181.26,-103.98,175.05
9791,46301.41,23.19,201.87,-2.54,-102.49,-181.27,-103.98,175.05
9792,46322.34,22.87,201.87,-2.53,-102.49,-181.27,-103.98,175.05
9793,46342.48,22.54,201.87,-2.53,-102.48,-181.27,-103.99,175.05
9794,46361.85,22.19,201.87,-2.53,-102.48,-181.27,-103.99,175.05
9795,46380.43,21.86,201.87,-2.52,-102.48,-181.28,-103.99,175.05
9796,46398.25,21.5,201.88,-2.52,-102.48,-181.28,-104.0,175.05
9797,46415.28,21.14,201.88,-2.52,-102.48,-181.28,-104.0,175.05
9798,46431.55,20.76,201.88,-2.51,-102.47,-181.28,-104.0,175.05
9799,46447.04,20.38,201.88,-2.51,-102.47,-181.29,-104.01,175.05
9800,46461.76,19.98,201.88,-2.51,-102.47,-181.29,-104.01,175.05
9801,46475.72,19.59,201.88,-2.51,-102.47,-181.29,-104.01,175.05
9802,46488.92,19.18,201.88,-2.5,-102.47,-181.29,-104.01,175.05
9803,46501.36,18.77,201.89,-2.5,-102.47,-181.29,-104.02,175.05
9804,46513.04,18.35,201.89,-2.5,-102.46,-181.29,-104.02,175.05
9805,46523.98,17.92,201.89,-2.5,-102.46,-181.3,-104.02,175.05
9806,46534.17,17.49,201.89,-2.5,-102.46,-181.3,-104.02,175.05
9807,46543.62,17.05,201.89,-2.5,-102.46,-181.3,-104.02,175.05
9808,46552.34,16.59,201.89,-2.49,-102.46,-181.3,-104.03,175.05
9809,46560.34,16.17,201.89,-2.49,-102.46,-181.3,-104.03,175.05
9810,46567.61,15.72,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9811,46574.17,15.26,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9812,46580.03,14.81,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9813,46585.19,14.35,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9814,46589.66,13.89,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9815,46593.44,13.42,201.9,-2.49,-102.45,-181.3,-104.03,175.04
9816,46596.56,12.95,201.9,-2.49,-102.45,-181.31,-104.04,175.04
9817,46599.01,12.49,201.9,-2.49,-102.45,-181.31,-104.04,175.04
9818,46600.8,12.02,201.9,-2.49,-102.45,-181.31,-104.04,175.04
9819,46601.95,11.55,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9820,46602.46,11.08,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9821,46602.34,10.61,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9822,46601.61,10.14,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9823,46600.27,9.67,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9824,46598.33,9.2,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9825,46595.81,8.73,201.9,-2.48,-102.45,-181.31,-104.04,175.04
9826,46592.72,8.26,201.9,-2.49,-102.45,-181.3,-104.04,175.04
9827,46589.06,7.8,201.89,-2.49,-102.45,-181.3,-104.04,175.04
9828,46584.85,7.34,201.89,-2.49,-102.45,-181.3,-104.03,175.04
9829,46580.11,7.25,201.89,-2.49,-102.45,-181.3,-104.03,175.04
9830,46574.83,6.42,201.89,-2.49,-102.45,-181.3,-104.03,175.04
9831,46569.04,5.96,201.89,-2.49,-102.45,-181.3,-104.03,175.04
9832,46562.74,5.51,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9833,46555.95,5.06,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9834,46548.68,4.62,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9835,46540.94,4.18,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9836,46532.75,3.74,201.89,-2.49,-102.46,-181.3,-104.03,175.04
9837,46524.12,3.31,201.89,-2.49,-102.46,-181.3,-104.02,175.04
9838,46515.05,2.88,201.89,-2.5,-102.46,-181.3,-104.02,175.04
9839,46505.57,2.46,201.89,-2.5,-102.46,-181.29,-104.02,175.04
9840,48443.02,-57.14,210.59,-2.77,-107.06,-188.71,-108.12,182.75
9841,48426.12,-1.33,210.75,-2.5,-106.87,-188.93,-108.44,182.71
9842,48381.22,-2.71,210.76,-2.5,-106.88,-188.94,-108.43,182.72
9843,48332.38,-3.9,210.76,-2.51,-106.89,-188.93,-108.43,182.72
9844,48282.39,-5.18,210.75,-2.52,-106.89,-188.92,-108.42,182.72
9845,48231.36,-6.43,210.75,-2.52,-106.89,-188.92,-108.41,182.72
9846,48179.34,-7.64,210.74,-2.53,-106.9,-188.91,-108.4,182.72
9847,48126.38,-8.83,210.74,-2.54,-106.9,-188.91,-108.39,182.72
9848,48072.52,-9.99,210.73,-2.55,-106.91,-188.9,-108.39,182.72
9849,48017.83,-11.12,210.73,-2.55,-106.91,-188.89,-108.38,182.72
9850,47962.34,-12.22,210.72,-2.56,-106.92,-188.89,-108.37,182.72
9851,47906.12,-13.29,210.72,-2.57,-106.92,-188.88,-108.36,182.72
9852,47849.2,-14.33,210.71,-2.58,-106.93,-188.87,-108.35,182.72
9853,47791.63,-15.34,210.71,-2.59,-106.93,-188.87,-108.34,182.72
9854,47733.48,-16.31,210.7,-2.59,-106.94,-188.86,-108.33,182.73
9855,47674.78,-17.26,210.69,-2.6,-106.94,-188.85,-108.32,182.73
9856,47615.58,-18.18,210.69,-2.61,-106.95,-188.85,-108.31,182.73
9857,47555.93,-19.06,210.68,-2.62,-106.96,-188.84,-108.3,182.73
9858,47495.89,-19.91,210.68,-2.63,-106.96,-188.83,-108.29,182.73
9859,47435.49,-20.73,210.67,-2.63,-106.97,-188.82,-108.28,182.73
9860,47374.79,-21.52,210.67,-2.64,-106.97,-188.82,-108.27,182.73
9861,47313.83,-22.27,210.66,-2.65,-106.98,-188.81,-108.26,182.73
9862,47252.66,-23.0,210.66,-2.66,-106.98,-188.8,-108.25,182.73
9863,47191.33,-23.7,210.65,-2.67,-106.99,-188.8,-108.24,182.73
9864,47129.88,-24.36,210.64,-2.68,-106.99,-188.79,-108.23,182.73
9865,47068.35,-25.0,210.64,-2.69,-107.0,-188.78,-108.22,182.73
9866,47006.8,-25.6,210.63,-2.69,-107.01,-188.77,-108.21,182.73
9867,46945.27,-26.17,210.63,-2.7,-107.01,-188.77,-108.2,182.74
9868,46883.79,-26.71,210.62,-2.71,-107.02,-188.76,-108.19,182.74
9869,46822.42,-27.22,210.61,-2.72,-107.02,-188.75,-108.18,182.74
9870,46761.19,-27.69,210.61,-2.73,-107.03,-188.74,-108.17,182.74
9871,46700.15,-28.14,210.6,-2.74,-107.03,-188.74,-108.16,182.74
9872,46639.34,-28.56,210.6,-2.75,-107.04,-188.73,-108.15,182.74
9873,46578.8,-28.95,210.59,-2.76,-107.05,-188.72,-108.14,182.74
9874,46518.57,-29.31,210.59,-2.76,-107.05,-188.72,-108.13,182.74
9875,46458.68,-29.64,210.58,-2.77,-107.06,-188.71,-108.12,182.74
9876,46399.18,-29.94,210.58,-2.78,-107.06,-188.7,-108.11,182.74
9877,46340.1,-30.21,210.57,-2.79,-107.07,-188.69,-108.1,182.74
9878,46281.48,-30.46,210.56,-2.8,-107.07,-188.69,-108.09,182.74
9879,46223.36,-30.62,210.56,-2.81,-107.08,-188.68,-108.08,182.75
9880,46165.77,-30.87,210.55,-2.81,-107.08,-188.67,-108.07,182.75
9881,46108.74,-31.03,210.55,-2.82,-107.09,-188.67,-108.06,182.75
9882,46052.3,-31.17,210.54,-2.83,-107.09,-188.66,-108.05,182.75
9883,45996.5,-31.28,210.54,-2.84,-107.1,-188.65,-108.04,182.75
9884,45941.36,-31.36,210.53,-2.85,-107.1,-188.65,-108.03,182.75
9885,45886.9,-31.42,210.53,-2.85,-107.11,-188.64,-108.02,182.75
9886,45833.17,-31.45,210.52,-2.86,-107.11,-188.63,-108.02,182.75
9887,45780.19,-31.46,210.52,-2.87,-107.12,-188.63,-108.01,182.75
9888,45727.98,-31.45,210.51,-2.88,-107.12,-188.62,-108.0,182.75
9889,45676.57,-31.41,210.51,-2.88,-107.13,-188.61,-107.99,182.75
9890,45626.0,-31.35,210.5,-2.89,-107.13,-188.61,-107.98,182.75
9891,45576.27,-31.27,210.5,-2.9,-107.14,-188.6,-107.97,182.75
9892,45527.42,-31.16,210.49,-2.91,-107.14,-188.6,-107.96,182.76
9893,45479.47,-31.04,210.49,-2.91,-107.15,-188.59,-107.96,182.76
9894,45432.44,-30.89,210.48,-2.92,-107.15,-188.59,-107.95,182.76
9895,45386.35,-30.72,210.48,-2.93,-107.16,-188.58,-107.94,182.76
9896,45341.21,-30.54,210.48,-2.93,-107.16,-188.57,-107.93,182.76
9897,45297.06,-30.33,210.47,-2.94,-107.17,-188.57,-107.93,182.76
9898,45253.9,-30.13,210.47,-2.94,-107.17,-188.56,-107.92,182.76
9899,45211.75,-29.87,210.46,-2.95,-107.17,-188.56,-107.91,182.76
9900,45170.63,-29.61,210.46,-2.96,-107.18,-188.55,-107.9,182.76
9901,45130.55,-29.33,210.46,-2.96,-107.18,-188.55,-107.9,182.76
9902,45091.53,-29.03,210.45,-2.97,-107.19,-188.55,-107.89,182.76
9903,45053.57,-28.72,210.45,-2.97,-107.19,-188.54,-107.89,182.76
9904,45016.69,-28.4,210.45,-2.98,-107.19,-188.54,-107.88,182.76
9905,44980.9,-28.06,210.44,-2.98,-107.2,-188.53,-107.87,182.76
9906,44946.21,-27.7,210.44,-2.99,-107.2,-188.53,-107.87,182.76
9907,44912.62,-27.33,210.44,-2.99,-107.2,-188.52,-107.86,182.77
9908,44880.14,-26.95,210.43,-3.0,-107.21,-188.52,-107.86,182.77
9909,44848.78,-26.56,210.43,-3.0,-107.21,-188.52,-107.85,182.77
9910,44818.55,-26.15,210.43,-3.01,-107.21,-188.51,-107.85,182.77
9911,44789.45,-25.74,210.42,-3.01,-107.21,-188.51,-107.84,182.77
9912,44761.47,-25.3,210.42,-3.02,-107.22,-188.51,-107.84,182.77
9913,44734.63,-24.63,210.42,-3.02,-107.22,-188.5,-107.83,182.77
9914,44708.93,-24.41,210.42,-3.02,-107.22,-188.5,-107.83,182.77
9915,44684.37,-23.95,210.41,-3.03,-107.23,-188.5,-107.82,182.77
9916,44660.94,-23.48,210.41,-3.03,-107.23,-188.49,-107.82,182.77
9917,44638.64,-23.01,210.41,-3.03,-107.23,-188.49,-107.81,182.77
9918,44617.48,-22.52,210.41,-3.04,-107.23,-188.49,-107.81,182.77
9919,44597.45,-22.03,210.41,-3.04,-107.23,-188.49,-107.81,182.77
9920,44578.54,-21.53,210.41,-3.04,-107.24,-188.48,-107.8,182.77
9921,44560.76,-21.02,210.4,-3.05,-107.24,-188.48,-107.8,182.77
9922,44544.09,-20.51,210.4,-3.05,-107.24,-188.48,-107.8,182.77
9923,44528.53,-19.99,210.4,-3.05,-107.24,-188.48,-107.8,182.77
9924,44514.07,-19.47,210.4,-3.05,-107.24,-188.48,-107.79,182.77
9925,44500.71,-18.94,210.4,-3.06,-107.24,-188.47,-107.79,182.77
9926,44488.44,-18.41,210.4,-3.06,-107.24,-188.47,-107.79,182.77
9927,44477.25,-17.88,210.4,-3.06,-107.25,-188.47,-107.79,182.77
9928,44467.12,-17.34,210.39,-3.06,-107.25,-188.47,-107.79,182.77
9929,44458.05,-16.8,210.39,-3.06,-107.25,-188.47,-107.78,182.77
9930,44450.02,-16.26,210.39,-3.06,-107.25,-188.47,-107.78,182.77
9931,44443.03,-15.71,210.39,-3.06,-107.25,-188.47,-107.78,182.77
9932,44437.06,-15.15,210.39,-3.07,-107.25,-188.47,-107.78,182.77
9933,44432.11,-14.62,210.39,-3.07,-107.25,-188.47,-107.78,182.77
9934,44428.14,-14.07,210.39,-3.07,-107.25,-188.47,-107.78,182.77
9935,44425.16,-13.63,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9936,44423.14,-12.97,210.39,-3.07,-107.25,-188.46,-107.78,182.78
9937,44422.08,-12.43,210.39,-3.07,-107.25,-188.46,-107.78,182.78
9938,44421.95,-11.88,210.39,-3.07,-107.25,-188.46,-107.78,182.78
9939,44422.74,-11.33,210.39,-3.07,-107.25,-188.46,-107.78,182.78
9940,44424.44,-10.79,210.39,-3.07,-107.25,-188.46,-107.78,182.78
9941,44427.02,-10.25,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9942,44430.47,-9.71,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9943,44434.78,-9.17,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9944,44439.91,-8.64,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9945,44445.87,-8.11,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9946,44452.61,-7.58,210.39,-3.07,-107.25,-188.47,-107.78,182.78
9947,44460.14,-7.06,210.39,-3.06,-107.25,-188.47,-107.78,182.78
9948,44468.43,-6.54,210.4,-3.06,-107.25,-188.47,-107.78,182.78
9949,44477.45,-6.02,210.4,-3.06,-107.25,-188.47,-107.79,182.78
9950,44487.19,-5.51,210.4,-3.06,-107.25,-188.47,-107.79,182.78
9951,44497.64,-5.01,210.4,-3.06,-107.25,-188.47,-107.79,182.78
9952,44508.76,-4.51,210.4,-3.06,-107.25,-188.47,-107.79,182.78
9953,44520.54,-4.01,210.4,-3.06,-107.25,-188.48,-107.79,182.78
9954,44532.96,-3.52,210.4,-3.06,-107.24,-188.48,-107.79,182.78
9955,44546.0,-3.04,210.4,-3.05,-107.24,-188.48,-107.8,182.78
9956,44559.64,-2.57,210.4,-3.05,-107.24,-188.48,-107.8,182.78
9957,44573.85,-2.1,210.41,-3.05,-107.24,-188.48,-107.8,182.78
9958,44588.63,-1.63,210.41,-3.05,-107.24,-188.48,-107.8,182.78
9959,44603.93,-1.18,210.41,-3.05,-107.24,-188.49,-107.81,182.78
9960,40575.04,113.49,190.81,-2.44,-96.89,-171.78,-98.56,165.43
9961,40594.53,-5.31,190.42,-3.07,-97.32,-171.29,-97.85,165.52
9962,40672.62,-2.65,190.4,-3.05,-97.3,-171.27,-97.85,165.49
9963,40758.64,-0.38,190.41,-3.04,-97.29,-171.28,-97.86,165.49
9964,40846.49,2.09,190.42,-3.03,-97.28,-171.3,-97.88,165.49
9965,40935.97,4.57,190.43,-3.01,-97.27,-171.31,-97.9,165.49
9966,41026.96,6.9,190.44,-3.0,-97.27,-171.32,-97.91,165.49
9967,41119.37,9.24,190.45,-2.98,-97.26,-171.33,-97.93,165.49
9968,41213.1,11.53,190.46,-2.97,-97.25,-171.34,-97.95,165.49
9969,41308.05,13.78,190.47,-2.96,-97.24,-171.36,-97.96,165.48
9970,41404.13,15.98,190.48,-2.94,-97.23,-171.37,-97.98,165.48
9971,41501.25,18.13,190.49,-2.93,-97.22,-171.38,-98.0,165.48
9972,41599.32,20.23,190.5,-2.91,-97.21,-171.39,-98.01,165.48
9973,41698.25,22.3,190.51,-2.9,-97.2,-171.41,-98.03,165.48
9974,41797.94,24.31,190.52,-2.88,-97.19,-171.42,-98.05,165.48
9975,41898.32,26.27,190.53,-2.87,-97.18,-171.43,-98.07,165.48
9976,41999.29,28.18,190.54,-2.85,-97.17,-171.45,-98.09,165.48
9977,42100.77,30.05,190.55,-2.84,-97.16,-171.46,-98.1,165.48
9978,42202.69,31.86,190.56,-2.82,-97.15,-171.47,-98.12,165.47
9979,42304.95,33.62,190.57,-2.81,-97.14,-171.48,-98.14,165.47
9980,42407.49,35.34,190.58,-2.79,-97.13,-171.5,-98.16,165.47
9981,42510.22,37.01,190.59,-2.78,-97.12,-171.51,-98.18,165.47
9982,42613.08,38.63,190.6,-2.76,-97.11,-171.52,-98.19,165.47
9983,42715.98,40.12,190.61,-2.74,-97.1,-171.54,-98.21,165.47
9984,42818.86,41.71,190.63,-2.73,-97.09,-171.55,-98.23,165.47
9985,42921.65,43.18,190.64,-2.71,-97.08,-171.56,-98.25,165.47
9986,43024.29,44.59,190.65,-2.7,-97.07,-171.58,-98.27,165.46
9987,43126.69,45.96,190.66,-2.68,-97.06,-171.59,-98.29,165.46
